0,1,2,Name,NA_Sales,JP_Sales,EU_Sales,Other_Sales,Global_Sales,Rating,Developer,Publisher,Genre
4636.2608727903635,-47.36685511363599,3.0853425637350997,Red Dead Redemption,6490000.0,260000.0,4480000.0,1569999.9999999998,12810000.0,M,Rockstar San Diego,Take-Two Interactive,Action
2370.9919613442166,-58.90612371720813,-2.2565676423273646,FIFA 14,2810000.0,200000.0,10960000.0,2490000.0,16480000.0,E,EA Canada,Electronic Arts,Sports
4071.9649243341914,-39.505968381897624,0.01934886106464437,Assassin's Creed III,6240000.0,190000.0,4870000.0,1710000.0000000002,13020000.0,M,Ubisoft,Ubisoft,Action
231.3035267350914,-49.56078536279268,-2.013954306617496,Donkey Kong Country Returns,3910000.0,1440000.0,2410000.0,590000.0000000001,8330000.0,E,Retro Studios,Nintendo,Platform
1542.6549941287556,-52.154974306715765,8.616235727654086,Halo: Combat Evolved,5000000.0,80000.0,1320000.0,70000.0,6470000.0,M,Bungie Software,Microsoft Game Studios,Shooter
84.28397358150366,-3.4853795625615343,1.9596475645343785,Pokémon Emerald Version,2570000.0,2060000.0,1580000.0,210000.0,6410000.0,E,Game Freak,Nintendo,Role-Playing
459.58031330450086,-13.37901703925755,4.81295186575551,Kingdom Hearts,4540000.0,1740000.0,1549999.9999999998,310000.0,8140000.000000001,E,SquareSoft,Sony Computer Entertainment,Role-Playing
-138.2673108353977,19.90142428526369,4.752216737770069,Pokémon Crystal Version,2550000.0,1290000.0,1560000.0,990000.0,6390000.0,E,Nintendo,Nintendo,Role-Playing
1026.4833402646098,-49.50888208665054,-0.13800704467870376,Halo 3: ODST,4340000.0,60000.0,1340000.0,610000.0,6340000.0,M,"Bungie Software, Bungie",Microsoft Game Studios,Shooter
301.9366680353888,-31.743512057319737,5.3739263521019875,Super Mario Sunshine,4010000.0,870000.0,1260000.0,170000.0,6310000.0,E,Nintendo,Nintendo,Platform
-138.27696542432642,20.226510736982743,12.718894653130155,Street Fighter II: The World Warrior,2470000.0,2870000.0,830000.0,120000.0,6300000.0,T,Capcom,Capcom,Fighting
2044.4556355292016,9.418469613559212,3.742184390321464,World of Warcraft,80000.0,0.0,6210000.0,0.0,6290000.0,T,Blizzard Entertainment,Activision,Role-Playing
-59.816688933502725,-0.37356017954238796,6.673944048059288,Driver,3110000.0,20000.0,2800000.0,330000.0,6270000.0,T,Reflections Interactive,GT Interactive,Action
1367.450768580679,-44.307859752329804,-1.9038301790765113,Gears of War 3,4050000.0,70000.0,1590000.0,500000.0,6210000.0,M,Epic Games,Microsoft Game Studios,Shooter
-42.18933338967121,-29.40894183080169,-3.2091582459537737,Kinect Sports,3920000.0,30000.0,1730000.0,510000.0,6190000.0,E10+,Rare Ltd.,Microsoft Game Studios,Sports
2725.7321039369135,-43.06100712892786,4.641711465518265,Gears of War,3540000.0,70000.0,1890000.0,600000.0,6109999.999999999,M,Epic Games,Microsoft Game Studios,Shooter
1864.1911217610736,-26.800389838554793,-5.143256210380174,FIFA 15,3090000.0,140000.0,12020000.0,2120000.0,17340000.0,E,EA Sports,Electronic Arts,Sports
888.3961846002318,-0.1837935911321332,5.81839873196133,Metal Gear Solid 2: Sons of Liberty,2450000.0,870000.0,2010000.0,720000.0,6050000.0,M,KCEJ,Konami Digital Entertainment,Action
-138.27710624117714,20.231207589343267,12.68648818402517,Sonic the Hedgehog 2,4470000.0,160000.0,1200000.0,190000.0,6030000.0,T,Sega,Sega,Platform
779.9478626663888,19.604996394213025,7.91737406494822,Metal Gear Solid,3180000.0,850000.0000000001,1830000.0,240000.0,6100000.000000001,M,KCEJ,Konami Digital Entertainment,Action
3420.6795345867145,13.68215206642058,1.2244847003564425,Metal Gear Solid 4: Guns of the Patriots,2630000.0,830000.0,1710000.0,820000.0,5990000.0,M,Kojima Productions,Konami Digital Entertainment,Action
834.8836595321234,-23.509113899595768,1.6424478881690645,Final Fantasy XII,1880000.0,2330000.0,0.0,1740000.0,5950000.0,T,Square Enix,Square Enix,Role-Playing
7865.011672886442,92.47591569861176,-1.6962207332677708,The Last of Us,4290000.0,350000.0000000001,4180000.0,1760000.0,10580000.0,M,Naughty Dog,Sony Computer Entertainment Europe,Action
5272.771513692063,-17.68563446743826,4.59356452447848,LittleBigPlanet,3440000.0,180000.00000000003,3200000.0,1540000.0,8359999.999999999,E,"SCE/WWS, Media Molecule",Sony Computer Entertainment,Platform
257.2373127344552,0.45338365485442067,7.99548819460469,Resident Evil 2,2310000.0,2090000.0,1570000.0,460000.0,6440000.0,M,Capcom,Virgin Interactive,Action
60.08537396280903,-41.18779057489377,-1.5421002133537616,Dragon Quest IX: Sentinels of the Starry Skies,630000.0,4350000.0,670000.0,150000.0,5780000.0,E10+,Level 5,Nintendo,Role-Playing
-36.12433646673119,14.24121164049268,9.147705812672623,Tekken 2,2260000.0,1360000.0,1890000.0,230000.0,5740000.0,T,Namco,Sony Computer Entertainment,Fighting
7926.168918582509,85.77119001887372,-2.5207510181007526,Destiny,6620000.000000001,280000.0,3980000.0,1660000.0,12550000.0,T,"Bungie Software, Bungie",Activision,Shooter
172.1211920009159,-41.702117279954386,0.542768255229166,LEGO Star Wars: The Complete Saga,8950000.000000002,0.0,4740000.0,1560000.0,15259999.999999998,E10+,Traveller's Tales,LucasArts,Action
-116.51872869727895,-14.842166073604695,0.10142297627398025,Cooking Mama,3070000.0,70000.0,1910000.0,570000.0,5630000.0,E,Taito Corporation,505 Games,Simulation
