Critic_Count,Critic_Score,Developer,EU_Sales,Genre,Global_Sales,JP_Sales,NA_Sales,Name,Other_Sales,Platform,Publisher,Rating,User_Count,User_Score,Year_of_Release
51.0,7.6,Nintendo,28.96,Sports,82.53,3.77,41.36,Wii Sports,8.45,Wii,Nintendo,E,322.0,8.0,2006.0
0.0,0.0,Nintendo,4.88,Platform,45.31,6.96,32.48,Super Mario Bros.,0.99,NES,Nintendo,E,0.0,0.0,1985.0
73.0,8.2,Nintendo,12.76,Racing,35.52,3.79,15.68,Mario Kart Wii,3.29,Wii,Nintendo,E,709.0,8.3,2008.0
73.0,8.0,Nintendo,10.93,Sports,32.77,3.28,15.61,Wii Sports Resort,2.95,Wii,Nintendo,E,192.0,8.0,2009.0
0.0,0.0,Nintendo,8.89,Role-Playing,31.37,10.22,11.27,Pokemon Red/Pokemon Blue,1.0,GB,Nintendo,E,0.0,0.0,1996.0
0.0,0.0,Nintendo,2.9499999999999997,Puzzle,35.84,6.029999999999999,26.169999999999998,Tetris,0.69,GB,Nintendo,E,0.0,0.0,1989.0
65.0,8.9,Nintendo,9.14,Platform,29.8,6.5,11.28,New Super Mario Bros.,2.88,DS,Nintendo,E,431.0,8.5,2006.0
41.0,5.8,Nintendo,9.18,Misc,28.92,2.93,13.96,Wii Play,2.84,Wii,Nintendo,E,129.0,6.6,2006.0
80.0,8.7,Nintendo,6.94,Platform,28.32,4.7,14.44,New Super Mario Bros. Wii,2.24,Wii,Nintendo,E,594.0,8.4,2009.0
0.0,0.0,Nintendo,0.63,Shooter,28.31,0.28,26.93,Duck Hunt,0.47,NES,Nintendo,E,0.0,0.0,1984.0
0.0,0.0,Nintendo,10.95,Simulation,24.67,1.93,9.05,Nintendogs,2.74,DS,Nintendo,E,0.0,0.0,2005.0
64.0,9.1,Nintendo,7.47,Racing,23.21,4.13,9.71,Mario Kart DS,1.9,DS,Nintendo,E,464.0,8.6,2005.0
0.0,0.0,Nintendo,6.18,Role-Playing,23.1,7.2,9.0,Pokemon Gold/Pokemon Silver,0.71,GB,Nintendo,E,0.0,0.0,1999.0
63.0,8.0,Nintendo,8.03,Sports,22.7,3.6,8.92,Wii Fit,2.15,Wii,Nintendo,E,146.0,7.7,2007.0
45.0,6.1,Good Science Studio,4.89,Misc,21.81,0.24,15.0,Kinect Adventures!,1.69,X360,Microsoft Game Studios,E,106.0,6.3,2010.0
33.0,8.0,Nintendo,8.49,Sports,21.79,2.53,9.01,Wii Fit Plus,1.77,Wii,Nintendo,E,52.0,7.4,2009.0
245.0,9.68,Rockstar North,23.42,Action,56.57000000000001,1.42,23.84,Grand Theft Auto V,7.8999999999999995,PS3,Take-Two Interactive,M,15124.0,8.08,2013.0
185.0,9.366666666666667,Rockstar North,1.96,Action,23.839999999999996,0.41,10.77,Grand Theft Auto: San Andreas,10.709999999999999,PS2,Take-Two Interactive,M,3593.0,8.5,2004.0
0.0,0.0,Nintendo,4.86,Platform,26.07,4.49,15.989999999999998,Super Mario World,0.75,SNES,Nintendo,E,0.0,0.0,1990.0
58.0,7.7,Nintendo,9.2,Misc,20.15,4.16,4.74,Brain Age: Train Your Brain in Minutes a Day,2.04,DS,Nintendo,E,50.0,7.9,2005.0
0.0,0.0,Nintendo,4.46,Role-Playing,18.25,6.04,6.38,Pokemon Diamond/Pokemon Pearl,1.36,DS,Nintendo,E,0.0,0.0,2006.0
0.0,0.0,Nintendo,2.71,Platform,18.14,4.18,10.83,Super Mario Land,0.42,GB,Nintendo,E,0.0,0.0,1989.0
0.0,0.0,Nintendo,4.6899999999999995,Platform,22.48,4.67,12.469999999999999,Super Mario Bros. 3,0.66,NES,Nintendo,E,0.0,0.0,1988.0
92.0,9.45,Rockstar North,5.5200000000000005,Action,16.189999999999998,0.47,8.41,Grand Theft Auto: Vice City,1.79,PS2,Take-Two Interactive,M,2250.0,8.75,2002.0
0.0,0.0,Nintendo,3.9,Role-Playing,15.85,5.38,6.06,Pokemon Ruby/Pokemon Sapphire,0.5,GBA,Nintendo,E,0.0,0.0,2002.0
37.0,7.7,Nintendo,5.35,Puzzle,15.29,5.32,3.43,Brain Age 2: More Training in Minutes a Day,1.18,DS,Nintendo,E,19.0,7.1,2005.0
0.0,0.0,Nintendo,3.17,Role-Playing,15.14,5.65,5.51,Pokemon Black/Pokemon White,0.8,DS,Nintendo,E,0.0,0.0,2010.0
54.0,9.5,Polyphony Digital,5.09,Racing,14.98,1.87,6.85,Gran Turismo 3: A-Spec,1.16,PS2,Sony Computer Entertainment,E,314.0,8.4,2001.0
162.0,8.100000000000001,"Infinity Ward, Sledgehammer Games",11.15,Shooter,30.59,0.62,15.54,Call of Duty: Modern Warfare 3,3.29,X360,Activision,M,20053.0,2.725,2011.0
0.0,0.0,Nintendo,5.04,Role-Playing,14.64,3.12,5.89,Pokémon Yellow: Special Pikachu Edition,0.59,GB,Nintendo,E,0.0,0.0,1998.0
0.0,0.0,Activision,9.49,Shooter,25.680000000000003,0.44,12.250000000000002,Call of Duty: Black Ops 3,3.49,PS4,Activision,T,0.0,0.0,2015.0
214.0,8.2,Treyarch,9.35,Shooter,30.82,0.59,17.57,Call of Duty: Black Ops,3.31,X360,Activision,M,4340.0,5.9399999999999995,2010.0
0.0,0.0,Nintendo,4.19,Role-Playing,14.6,4.35,5.28,Pokemon X/Pokemon Y,0.78,3DS,Nintendo,E,0.0,0.0,2013.0
136.0,8.025,Treyarch,10.84,Shooter,29.400000000000002,0.72,14.08,Call of Duty: Black Ops II,3.76,PS3,Activision,M,5041.0,5.300000000000001,2012.0
207.0,9.133333333333333,Infinity Ward,8.02,Shooter,24.95,0.46,13.52,Call of Duty: Modern Warfare 2,2.9699999999999998,X360,Activision,M,11201.0,5.6000000000000005,2009.0
76.0,9.5,DMA Design,4.52,Action,13.11,0.3,6.99,Grand Theft Auto III,1.3,PS2,Take-Two Interactive,M,1469.0,8.45,2001.0
81.0,9.3,Game Arts,2.55,Fighting,12.84,2.66,6.62,Super Smash Bros. Brawl,1.01,Wii,Nintendo,T,1662.0,8.9,2008.0
73.0,8.5,"Retro Studios, Entertainment Analysis & Development Division",4.02,Racing,12.66,2.69,5.03,Mario Kart 7,0.91,3DS,Nintendo,E,632.0,8.2,2011.0
57.0,8.6,Nintendo,3.45,Simulation,12.13,5.33,2.5,Animal Crossing: Wild World,0.86,DS,Nintendo,E,242.0,8.7,2005.0
86.0,9.4,"Bungie Software, Bungie",2.81,Shooter,12.12,0.13,7.97,Halo 3,1.21,X360,Microsoft Game Studios,M,4100.0,7.8,2007.0
0.0,0.0,Nintendo,5.92,Platform,22.19,3.16,11.92,Super Mario 64,1.2,N64,Nintendo,E,0.0,0.0,1996.0
0.0,0.0,Nintendo,2.71,Action,11.77,3.96,4.34,Pokemon HeartGold/Pokemon SoulSilver,0.76,DS,Nintendo,E,0.0,0.0,2009.0
0.0,0.0,Nintendo,3.49,Role-Playing,11.68,3.1,4.35,Pokemon Omega Ruby/Pokemon Alpha Sapphire,0.74,3DS,Nintendo,E,0.0,0.0,2014.0
74.0,8.9,Polyphony Digital,0.01,Racing,11.66,1.1,3.01,Gran Turismo 4,7.53,PS2,Sony Computer Entertainment,E,272.0,8.5,2004.0
73.0,9.7,Nintendo,3.35,Platform,11.35,1.2,6.06,Super Mario Galaxy,0.74,Wii,Nintendo,E,2147.0,8.9,2007.0
0.0,0.0,Nintendo,2.04,Adventure,11.18,2.69,6.16,Super Mario Land 2: 6 Golden Coins,0.29,GB,Nintendo,E,0.0,0.0,1992.0
190.0,9.533333333333333,Rockstar North,7.55,Action,22.389999999999997,0.5800000000000001,11.53,Grand Theft Auto IV,2.71,X360,Take-Two Interactive,M,8083.0,7.333333333333333,2008.0
16.0,9.6,Polyphony Digital,3.87,Racing,10.95,2.54,4.02,Gran Turismo,0.52,PS,Sony Computer Entertainment,E,138.0,8.7,1997.0
82.0,9.0,Nintendo,3.0,Platform,10.81,2.14,4.89,Super Mario 3D Land,0.78,3DS,Nintendo,E,921.0,8.4,2011.0
82.0,8.4,Polyphony Digital,4.82,Racing,10.7,0.81,2.96,Gran Turismo 5,2.11,PS3,Sony Computer Entertainment,E,1112.0,7.5,2010.0
0.0,0.0,Nintendo,2.15,Platform,10.55,2.12,5.99,Super Mario All-Stars,0.29,SNES,Nintendo,E,0.0,0.0,1993.0
0.0,0.0,Nintendo,2.65,Role-Playing,10.49,3.15,4.34,Pokemon FireRed/Pokemon LeafGreen,0.35,GBA,Nintendo,E,0.0,0.0,2004.0
101.0,7.38,Infinity Ward,8.889999999999999,Shooter,27.4,0.48,14.94,Call of Duty: Ghosts,3.0799999999999996,X360,Activision,M,5684.0,3.3199999999999994,2013.0
54.0,7.3,Ubisoft,3.7,Misc,12.759999999999998,0.0,7.75,Just Dance 3,1.31,Wii,Ubisoft,E10+,40.0,7.166666666666667,2011.0
70.0,7.8,Nintendo,3.14,Platform,9.9,2.47,3.66,New Super Mario Bros. 2,0.63,3DS,Nintendo,E,424.0,7.2,2012.0
0.0,0.0,Nintendo,1.94,Racing,9.87,2.23,5.55,Mario Kart 64,0.15,N64,Nintendo,E,0.0,0.0,1996.0
99.0,9.1,Bungie,1.95,Shooter,9.86,0.08,7.04,Halo: Reach,0.79,X360,Microsoft Game Studios,M,2045.0,7.9,2010.0
20.0,9.2,SquareSoft,2.47,Role-Playing,9.72,3.28,3.01,Final Fantasy VII,0.96,PS,Sony Computer Entertainment,T,1282.0,9.2,1997.0
87.0,8.7,343 Industries,2.28,Shooter,9.71,0.04,6.65,Halo 4,0.74,X360,Microsoft Game Studios,M,3260.0,7.0,2012.0
23.0,9.3,Polyphony Digital,3.42,Racing,9.49,1.69,3.88,Gran Turismo 2,0.5,PS,Sony Computer Entertainment,T,135.0,9.0,1999.0
24.0,7.4,Ubisoft,2.85,Misc,9.44,0.01,5.8,Just Dance 2,0.78,Wii,Ubisoft,E10+,24.0,7.3,2010.0
176.0,8.875,Infinity Ward,5.749999999999999,Shooter,18.19,0.42000000000000004,9.989999999999998,Call of Duty 4: Modern Warfare,2.04,X360,Activision,M,4709.0,8.05,2007.0
26.0,7.8,Nintendo,2.9099999999999997,Platform,13.530000000000001,3.59,6.6000000000000005,Donkey Kong Country,0.43,SNES,Nintendo,E,53.0,8.9,1994.0
0.0,0.0,Microsoft Game Studios,8.75,Misc,24.159999999999997,1.24,11.28,Minecraft,2.8900000000000006,X360,Microsoft Game Studios,E,0.0,0.0,2013.0
70.0,8.8,Nintendo,2.36,Simulation,9.16,4.39,2.03,Animal Crossing: New Leaf,0.39,3DS,Nintendo,E,626.0,8.7,2012.0
27.0,7.2,Hudson Soft,1.85,Misc,8.91,1.98,4.4,Mario Party DS,0.68,DS,Nintendo,E,85.0,7.8,2007.0
137.0,9.399999999999999,Bethesda Game Studios,8.370000000000001,Role-Playing,21.149999999999995,0.38999999999999996,9.65,The Elder Scrolls V: Skyrim,2.73,X360,Bethesda Softworks,M,15189.0,7.633333333333333,2011.0
0.0,0.0,Nintendo,1.24,Racing,8.76,3.81,3.54,Super Mario Kart,0.18,SNES,Nintendo,E,0.0,0.0,1992.0
97.0,8.233333333333334,EA Sports,11.090000000000002,Sports,16.3,0.11,3.0500000000000003,FIFA 16,2.05,PS4,Electronic Arts,E,1754.0,3.84,2015.0
123.0,8.35,Bungie Software,1.59,Shooter,8.58,0.05,6.83,Halo 2,0.1,XB,Microsoft Game Studios,M,1434.0,6.8999999999999995,2004.0
42.0,6.8,Nd Cube,3.47,Misc,8.38,2.49,1.75,Wii Party,0.67,Wii,Nintendo,E,54.0,7.4,2010.0
41.0,6.2,Hudson,2.24,Misc,8.27,1.58,3.74,Mario Party 8,0.7,Wii,Nintendo,E,190.0,6.3,2007.0
133.0,7.633333333333334,Electronic Arts,10.160000000000002,Action,15.96,0.23,2.6300000000000003,FIFA Soccer 13,2.9499999999999997,PS3,Electronic Arts,E,1231.0,4.7625,2012.0
0.0,0.0,Nintendo,2.01,Shooter,8.09,0.13,5.8,GoldenEye 007,0.15,N64,Nintendo,E,0.0,0.0,1997.0
0.0,0.0,Nintendo,1.72,Role-Playing,8.07,3.14,2.79,Pokemon Black 2/Pokemon White 2,0.41,DS,Nintendo,E,0.0,0.0,2012.0
53.0,9.2,SquareSoft,2.07,Role-Playing,8.05,2.73,2.91,Final Fantasy X,0.33,PS2,Sony Computer Entertainment,T,1056.0,8.7,2001.0
194.0,7.3,The Sims Studio,9.4,Simulation,15.069999999999999,0.05,4.239999999999999,The Sims 3,1.3700000000000003,PC,Electronic Arts,T,1094.0,5.550000000000001,2009.0
0.0,0.0,Sega,6.3100000000000005,Sports,13.08,1.1,4.199999999999999,Mario & Sonic at the Olympic Games,1.48,Wii,Sega,T,0.0,0.0,2007.0
0.0,0.0,Electronic Arts,5.15,Shooter,12.190000000000001,0.24,5.16,Star Wars Battlefront (2015),1.6400000000000001,PS4,Electronic Arts,E,0.0,0.0,2015.0
24.0,9.0,SquareSoft,1.72,Role-Playing,7.86,3.63,2.28,Final Fantasy VIII,0.23,PS,SquareSoft,T,644.0,8.6,1999.0
0.0,0.0,Atari,0.53,Puzzle,9.03,0.85,7.550000000000001,Pac-Man,0.1,2600,Atari,E,0.0,0.0,1982.0
46.0,8.3,Game Freak,1.72,Role-Playing,7.72,2.69,2.76,Pokémon Platinum Version,0.54,DS,Nintendo,E,203.0,8.5,2008.0
114.0,8.3,Rockstar Leeds,4.21,Action,11.23,0.31,4.46,Grand Theft Auto: Liberty City Stories,2.23,PSP,Take-Two Interactive,M,563.0,7.699999999999999,2005.0
110.0,8.066666666666666,Sledgehammer Games,8.3,Shooter,21.99,0.34,10.51,Call of Duty: Advanced Warfare,2.82,PS4,Activision,M,3905.0,5.0600000000000005,2014.0
0.0,0.0,Nintendo,3.2,Action,11.93,2.07,6.1899999999999995,The Legend of Zelda: Ocarina of Time,0.47,N64,Nintendo,E,0.0,0.0,1998.0
103.0,8.433333333333332,"EA Sports, EA Vancouver",8.739999999999998,Sports,11.47,0.11,1.2100000000000002,FIFA 17,1.4200000000000002,PS4,Electronic Arts,E,803.0,3.94,2016.0
0.0,0.0,Sony Computer Entertainment,2.17,Platform,7.58,1.31,3.78,Crash Bandicoot 2: Cortex Strikes Back,0.31,PS,Sony Computer Entertainment,RP,0.0,0.0,1997.0
0.0,0.0,Nintendo,2.45,Fighting,12.42,3.24,5.87,Super Smash Bros. for Wii U and 3DS,0.86,3DS,Nintendo,E,0.0,0.0,2014.0
87.0,9.7,Nintendo EAD Tokyo,2.35,Platform,7.51,0.98,3.56,Super Mario Galaxy 2,0.62,Wii,Nintendo,E,1854.0,9.1,2010.0
0.0,0.0,Nintendo,1.18,Platform,7.46,0.7,5.39,Super Mario Bros. 2,0.19,NES,Nintendo,E,0.0,0.0,1988.0
196.0,8.2,Treyarch,4.68,Shooter,15.78,0.0,9.29,Call of Duty: World at War,1.81,X360,Activision,M,1808.0,7.619999999999999,2008.0
156.0,8.6,EA DICE,6.43,Shooter,17.27,0.41,8.200000000000001,Battlefield 3,2.23,X360,Electronic Arts,M,8829.0,7.466666666666666,2011.0
115.0,8.2,EA Black Box,3.98,Racing,10.46,0.09,5.260000000000001,Need for Speed Underground,1.1400000000000001,PS2,Electronic Arts,E,583.0,8.559999999999999,2003.0
21.0,4.9,Ubisoft Paris,2.99,Misc,7.2,0.0,3.48,Just Dance,0.73,Wii,Ubisoft,E10+,110.0,8.0,2009.0
135.0,8.633333333333333,Bethesda Game Studios,5.26,Role-Playing,12.669999999999998,0.25,5.549999999999999,Fallout 4,1.6099999999999999,PS4,Bethesda Softworks,M,13489.0,6.033333333333334,2015.0
15.0,9.6,Namco,2.22,Fighting,7.16,1.4,3.27,Tekken 3,0.29,PS,Sony Computer Entertainment,T,367.0,9.1,1998.0
89.0,9.55,Nintendo,2.5,Action,8.74,0.64,4.890000000000001,The Legend of Zelda: Twilight Princess,0.7200000000000001,Wii,Nintendo,T,2226.0,9.1,2006.0
0.0,0.0,Nintendo,1.45,Role-Playing,7.14,2.26,2.98,Pokemon Sun/Moon,0.45,3DS,Nintendo,E,0.0,0.0,2016.0
12.0,9.1,Naughty Dog,1.75,Platform,7.13,1.42,3.68,Crash Bandicoot 3: Warped,0.28,PS,Sony Computer Entertainment,E,432.0,8.9,1998.0
82.0,8.8,Nintendo,2.15,Racing,7.09,1.28,3.15,Mario Kart 8,0.51,WiiU,Nintendo,E,1599.0,9.1,2014.0
38.0,9.2,HAL Labs,1.04,Fighting,7.07,1.39,4.41,Super Smash Bros. Melee,0.22,GC,Nintendo,T,568.0,9.1,2001.0
0.0,0.0,Nintendo,1.77,Racing,6.95,0.87,4.12,Mario Kart: Double Dash!!,0.19,GC,Nintendo,E,0.0,0.0,2003.0
126.0,7.56,EA Canada,4.409999999999999,Racing,10.950000000000001,0.09,5.21,Need for Speed Underground 2,1.2500000000000002,PS2,Electronic Arts,E,604.0,8.2,2004.0
63.0,8.299999999999999,EA LA,3.3000000000000003,Shooter,8.91,0.17,4.390000000000001,Medal of Honor: Frontline,1.07,PS2,Electronic Arts,T,174.0,7.766666666666667,2002.0
0.0,0.0,Sony Computer Entertainment,2.35,Platform,6.82,0.94,3.23,Crash Bandicoot,0.3,PS,Sony Computer Entertainment,RP,0.0,0.0,1996.0
52.0,7.35,Ubisoft,2.59,Misc,8.739999999999998,0.0,5.42,Just Dance 4,0.73,Wii,Ubisoft,E10+,130.0,7.4750000000000005,2012.0
90.0,9.3,Epic Games,1.9,Shooter,6.75,0.06,4.15,Gears of War 2,0.64,X360,Microsoft Game Studios,M,2739.0,7.7,2008.0
97.0,9.2,Naughty Dog,2.75,Action,6.74,0.19,2.77,Uncharted 3: Drake's Deception,1.03,PS3,Sony Computer Entertainment,T,3712.0,8.3,2011.0
105.0,9.6,Naughty Dog,2.2,Action,6.66,0.21,3.27,Uncharted 2: Among Thieves,0.98,PS3,Sony Computer Entertainment,T,5187.0,8.8,2009.0
0.0,0.0,Electronic Arts,8.44,Sports,13.06,0.15,2.07,FIFA 12,2.3699999999999997,PS3,Electronic Arts,E,0.0,0.0,2011.0
45.0,7.4,Nintendo,2.75,Misc,6.62,1.6,1.66,Big Brain Academy,0.62,DS,Nintendo,E,27.0,7.4,2005.0
0.0,0.0,Nintendo,0.93,Action,6.51,1.69,3.74,The Legend of Zelda,0.14,NES,Nintendo,E,0.0,0.0,1986.0
169.0,9.5,Rockstar San Diego,4.4799999999999995,Action,12.81,0.26,6.49,Red Dead Redemption,1.5699999999999998,PS3,Take-Two Interactive,M,4772.0,8.9,2010.0
132.0,8.64,EA Canada,10.96,Sports,16.48,0.2,2.81,FIFA 14,2.4899999999999998,PS3,Electronic Arts,E,2507.0,4.3375,2013.0
149.0,8.35,Ubisoft,4.87,Action,13.02,0.19,6.24,Assassin's Creed III,1.7100000000000002,PS3,Ubisoft,M,4208.0,6.725,2012.0
77.0,8.7,Retro Studios,2.41,Platform,8.33,1.44,3.91,Donkey Kong Country Returns,0.5900000000000001,Wii,Nintendo,E,368.0,8.6,2010.0
108.0,9.0,Bungie Software,1.32,Shooter,6.47,0.08,5.0,Halo: Combat Evolved,0.07,XB,Microsoft Game Studios,M,1679.0,8.0,2001.0
28.0,7.6,Game Freak,1.58,Role-Playing,6.41,2.06,2.57,Pokémon Emerald Version,0.21,GBA,Nintendo,E,222.0,9.0,2004.0
46.0,8.5,SquareSoft,1.5499999999999998,Role-Playing,8.14,1.74,4.54,Kingdom Hearts,0.31,PS2,Sony Computer Entertainment,E,597.0,8.8,2002.0
0.0,0.0,Nintendo,1.56,Role-Playing,6.39,1.29,2.55,Pokémon Crystal Version,0.99,GB,Nintendo,E,0.0,0.0,2000.0
94.0,8.3,"Bungie Software, Bungie",1.34,Shooter,6.34,0.06,4.34,Halo 3: ODST,0.61,X360,Microsoft Game Studios,M,1163.0,7.1,2009.0
61.0,9.2,Nintendo,1.26,Platform,6.31,0.87,4.01,Super Mario Sunshine,0.17,GC,Nintendo,E,439.0,8.6,2002.0
0.0,0.0,Capcom,0.83,Fighting,6.3,2.87,2.47,Street Fighter II: The World Warrior,0.12,SNES,Capcom,T,0.0,0.0,1992.0
57.0,9.3,Blizzard Entertainment,6.21,Role-Playing,6.29,0.0,0.08,World of Warcraft,0.0,PC,Activision,T,2182.0,7.3,2004.0
22.0,8.7,Reflections Interactive,2.8,Action,6.27,0.02,3.11,Driver,0.33,PS,GT Interactive,T,78.0,8.1,1999.0
96.0,9.1,Epic Games,1.59,Shooter,6.21,0.07,4.05,Gears of War 3,0.5,X360,Microsoft Game Studios,M,1504.0,7.8,2011.0
51.0,7.3,Rare Ltd.,1.73,Sports,6.19,0.03,3.92,Kinect Sports,0.51,X360,Microsoft Game Studios,E10+,95.0,7.4,2010.0
124.0,9.05,Epic Games,1.89,Shooter,6.109999999999999,0.07,3.54,Gears of War,0.6,X360,Microsoft Game Studios,M,2862.0,8.05,2006.0
89.0,8.2,EA Sports,12.02,Sports,17.34,0.14,3.09,FIFA 15,2.12,PS4,Electronic Arts,E,2001.0,4.225,2014.0
42.0,9.6,KCEJ,2.01,Action,6.05,0.87,2.45,Metal Gear Solid 2: Sons of Liberty,0.72,PS2,Konami Digital Entertainment,M,1026.0,8.7,2001.0
0.0,0.0,Sega,1.2,Platform,6.03,0.16,4.47,Sonic the Hedgehog 2,0.19,GEN,Sega,T,0.0,0.0,1992.0
20.0,9.4,KCEJ,1.83,Action,6.1000000000000005,0.8500000000000001,3.18,Metal Gear Solid,0.24,PS,Konami Digital Entertainment,M,918.0,9.4,1998.0
82.0,9.4,Kojima Productions,1.71,Action,5.99,0.83,2.63,Metal Gear Solid 4: Guns of the Patriots,0.82,PS3,Konami Digital Entertainment,M,3558.0,8.7,2008.0
64.0,9.2,Square Enix,0.0,Role-Playing,5.95,2.33,1.88,Final Fantasy XII,1.74,PS2,Square Enix,T,972.0,7.6,2006.0
98.0,9.5,Naughty Dog,4.18,Action,10.58,0.35000000000000003,4.29,The Last of Us,1.76,PS3,Sony Computer Entertainment Europe,M,8003.0,9.1,2013.0
153.0,9.1,"SCE/WWS, Media Molecule",3.2,Platform,8.36,0.18000000000000002,3.44,LittleBigPlanet,1.54,PS3,Sony Computer Entertainment,E,5409.0,7.3,2008.0
28.0,7.4,Capcom,1.57,Action,6.44,2.09,2.31,Resident Evil 2,0.46,PS,Virgin Interactive,M,395.0,8.85,1998.0
65.0,8.7,Level 5,0.67,Role-Playing,5.78,4.35,0.63,Dragon Quest IX: Sentinels of the Starry Skies,0.15,DS,Nintendo,E10+,197.0,8.8,2009.0
8.0,8.9,Namco,1.89,Fighting,5.74,1.36,2.26,Tekken 2,0.23,PS,Sony Computer Entertainment,T,102.0,8.9,1996.0
106.0,7.55,"Bungie Software, Bungie",3.98,Shooter,12.55,0.28,6.620000000000001,Destiny,1.66,PS4,Activision,T,8064.0,5.2,2014.0
68.0,8.0,Traveller's Tales,4.74,Action,15.259999999999998,0.0,8.950000000000001,LEGO Star Wars: The Complete Saga,1.56,Wii,LucasArts,E10+,309.0,7.1000000000000005,2007.0
35.0,6.7,Taito Corporation,1.91,Simulation,5.63,0.07,3.07,Cooking Mama,0.57,DS,505 Games,E,21.0,7.2,2006.0
0.0,0.0,Nintendo,0.6,Fighting,5.55,1.97,2.95,Super Smash Bros.,0.04,N64,Nintendo,E,0.0,0.0,1999.0
174.0,8.9,Ubisoft Montreal,3.93,Action,11.36,0.29,5.66,Assassin's Creed II,1.4600000000000002,PS3,Ubisoft,M,4118.0,8.1,2009.0
117.0,8.1,Ubisoft Montreal,4.47,Adventure,11.27,0.16,5.199999999999999,Assassin's Creed,1.45,X360,Ubisoft,M,1843.0,7.5,2007.0
90.0,9.2,Turn 10,1.9,Racing,5.49,0.1,2.99,Forza Motorsport 3,0.5,X360,Microsoft Game Studios,E,516.0,8.0,2009.0
19.0,8.4,Nintendo,1.24,Platform,5.49,0.91,3.14,Super Mario Advance,0.2,GBA,Nintendo,E,41.0,7.8,2001.0
48.0,8.1,Capcom,0.55,Role-Playing,5.48,4.13,0.47,Monster Hunter Freedom Unite,0.34,PSP,Capcom,T,124.0,8.7,2008.0
156.0,9.366666666666667,Rocksteady Studios,3.5800000000000005,Action,11.1,0.15,6.0200000000000005,Batman: Arkham City,1.35,PS3,Warner Bros. Interactive Entertainment,T,5481.0,8.633333333333333,2011.0
24.0,9.3,Intelligent Systems,1.64,Racing,5.47,0.99,2.62,Mario Kart: Super Circuit,0.23,GBA,Nintendo,E,108.0,8.3,2001.0
0.0,0.0,Nintendo,1.24,Strategy,5.45,0.94,3.18,Pokemon Stadium,0.09,N64,Nintendo,E,0.0,0.0,1999.0
49.0,6.6000000000000005,Traveller's Tales,2.98,Platform,7.24,0.24,3.1199999999999997,Crash Bandicoot: The Wrath of Cortex,0.9099999999999999,PS2,Universal Interactive,E,197.0,7.5,2001.0
113.0,9.3,Naughty Dog,2.5,Shooter,5.38,0.19,1.85,Uncharted 4: A Thief's End,0.85,PS4,Sony Computer Entertainment,T,7064.0,7.9,2016.0
0.0,0.0,Nintendo,1.56,Puzzle,10.19,3.52,4.800000000000001,Dr. Mario,0.30000000000000004,GB,Nintendo,E,0.0,0.0,1989.0
137.0,8.25,Square Enix,1.88,Role-Playing,7.49,1.8800000000000001,3.02,Final Fantasy XIII,0.72,PS3,Square Enix,T,3022.0,6.8,2009.0
0.0,0.0,Nintendo,1.12,Misc,5.31,1.01,3.02,Pokemon Pinball,0.16,GB,Nintendo,E,0.0,0.0,1999.0
22.0,9.4,SquareSoft,0.77,Role-Playing,5.3,2.78,1.62,Final Fantasy IX,0.14,PS,SquareSoft,T,779.0,8.9,2000.0
45.0,8.5,SquareSoft,1.08,Role-Playing,5.29,2.11,1.92,Final Fantasy X-2,0.17,PS2,Electronic Arts,T,400.0,6.6,2003.0
0.0,0.0,Nintendo,0.79,Platform,5.27,1.09,3.33,Donkey Kong 64,0.06,N64,Nintendo,E,0.0,0.0,1999.0
13.0,8.5,Core Design Ltd.,3.71,Action,7.53,0.2,3.21,Tomb Raider II,0.41000000000000003,PS,Eidos Interactive,T,37.0,8.3,1997.0
84.0,8.75,EA Tiburon,0.46,Sports,7.14,0.01,5.8999999999999995,Madden NFL 2004,0.78,PS2,Electronic Arts,E,210.0,7.775,2006.3273038028772
0.0,0.0,Nintendo,2.11,Simulation,5.23,1.9,0.97,Tomodachi Life,0.24,3DS,Nintendo,E,0.0,0.0,2013.0
70.0,8.4,Nintendo,1.34,Platform,5.22,1.27,2.3,New Super Mario Bros. U,0.32,WiiU,Nintendo,E,733.0,8.1,2012.0
63.0,8.9,Level 5,0.75,Role-Playing,6.07,4.47,0.65,Dragon Quest VIII: Journey of the Cursed King,0.2,PS2,Square Enix,T,245.0,8.8,2004.0
72.0,8.5,Level 5,2.43,Puzzle,5.19,1.03,1.21,Professor Layton and the Curious Village,0.52,DS,Nintendo,E,147.0,8.6,2007.0
0.0,0.0,Nintendo,0.98,Platform,5.19,1.57,2.49,Super Mario Land 3: Wario Land,0.15,GB,Nintendo,E,0.0,0.0,1994.0
0.0,0.0,Nintendo,0.74,Platform,5.15,2.2,2.1,Donkey Kong Country 2: Diddy's Kong Quest,0.11,SNES,Nintendo,E,0.0,0.0,1995.0
171.0,8.7,Blizzard Entertainment,4.5200000000000005,Role-Playing,10.94,0.21,4.930000000000001,Diablo III,1.29,PC,Activision,M,10570.0,5.666666666666667,2012.0
77.0,6.7,EA LA,2.6799999999999997,Shooter,6.72,0.13,3.0700000000000003,Medal of Honor: Rising Sun,0.8600000000000001,PS2,Electronic Arts,T,141.0,6.599999999999999,2003.0
0.0,0.0,Nintendo,0.61,Platform,5.13,1.7,2.71,Kirby's Dream Land,0.11,GB,Nintendo,E,0.0,0.0,1992.0
